"player","team","pos","gp","mp","gs","tot_fg","tot_fga","fg_pct","tot_3p","tot_3pa","3p_pct","tot_2p","tot_2pa","2p_pct","tot_ft","tot_fta","ft_pct","tot_orb","tot_trb","tot_ast","tot_stl","tot_blk","tot_tov","tot_pf","tot_pts","season","pg_fg","pg_fga","pg_fg_pct","pg_3p","pg_3pa","pg_3p_pct","pg_2p","pg_2pa","pg_2p_pct","pg_ft","pg_fta","pg_ft_pct","pg_orb","pg_trb","pg_ast","pg_stl","pg_blk","pg_tov","pg_pf","pg_pts","per","ts_pct","efg_pct","3par","ftr","orb_pct","trb_pct","ast_pct","stl_pct","blk_pct","tov_pct","usg_pct","ortg","drtg","ows","dws","ws","ws_40","fg_percent","avg_shot_dist","pct_shots_from_2","pct_shots_0_3","pct_shots_3-10","pct_shots_10_16","pct_shots_16_3p","pct_shots_from_3","fg_pct_from_2","fg_pct_0_3","fg_pct_3-10","fg_pct_10_16","fg_pct_16_3p","fg_pct_from_3","pct_of_twos_assisted","pct_of_threes_assisted","pct_of_threes_corner","fg_pct_corner_threes","plus_minus_on_court","plus_minus_net","bad_pass_turnovers","lost_ball_turnovers","shooting_fouls_committed","offensive_fouls_committed","shooting_fouls_drawn","offensive_fouls_drawn","points_generated_by_assists","and_1s_drawn","blocked_fgas"
"Katie Smith*","DET","G",34,1140,34,123,302,0.407,59,161,0.366,64,141,0.454,93,102,0.912,19,92,112,25,4,65,78,398,2006,3.6,8.9,0.407,1.7,4.7,0.366,1.9,4.1,0.454,2.7,3,0.912,0.6,2.7,3.3,0.7,0.1,1.9,2.3,11.7,14,0.574,0.505,0.533,0.338,2,4.6,17.4,1.2,0.3,15.8,16,113,98,3.2,1.5,4.8,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kim Smith","SAC","F",31,313,0,28,84,0.333,13,32,0.406,15,52,0.288,5,9,0.556,11,39,20,9,0,22,33,74,2006,0.9,2.7,0.333,0.4,1,0.406,0.5,1.7,0.288,0.2,0.3,0.556,0.4,1.3,0.6,0.3,0,0.7,1.1,2.4,6,0.421,0.411,0.381,0.107,4.2,7.9,11,1.6,0,20,15.8,85,98,-0.2,0.4,0.2,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tangela Smith","CHA","C",34,971,34,178,423,0.421,31,85,0.365,147,338,0.435,58,78,0.744,48,180,50,41,29,70,100,445,2006,5.2,12.4,0.421,0.9,2.5,0.365,4.3,9.9,0.435,1.7,2.3,0.744,1.4,5.3,1.5,1.2,0.9,2.1,2.9,13.1,15.8,0.487,0.457,0.201,0.184,5.5,10.8,11.5,2.2,2.4,13.3,24,94,96,0.6,1.5,2.2,0.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belinda Snell","PHO","G",30,250,0,35,90,0.389,20,63,0.317,15,27,0.556,10,10,1,11,39,19,15,3,17,28,100,2006,1.2,3,0.389,0.7,2.1,0.317,0.5,0.9,0.556,0.3,0.3,1,0.4,1.3,0.6,0.5,0.1,0.6,0.9,3.3,15.5,0.53,0.5,0.7,0.111,5,8.9,11.8,3,0.9,15.3,19.3,102,103,0.4,0.1,0.6,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michelle Snow","HOU","C",34,994,34,178,349,0.51,0,0,NA,178,349,0.51,86,129,0.667,78,269,47,33,38,88,121,442,2006,5.2,10.3,0.51,0,0,NA,5.2,10.3,0.51,2.5,3.8,0.667,2.3,7.9,1.4,1,1.1,2.6,3.6,13,19.1,0.545,0.51,0,0.37,10,16.7,9.6,1.8,3.1,17.8,23.2,100,91,1.7,2.4,4.1,0.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dawn Staley*","HOU","G",34,1024,34,84,200,0.42,53,124,0.427,31,76,0.408,29,36,0.806,14,75,133,35,5,76,50,250,2006,2.5,5.9,0.42,1.6,3.6,0.427,0.9,2.2,0.408,0.9,1.1,0.806,0.4,2.2,3.9,1,0.1,2.2,1.5,7.4,11.9,0.579,0.553,0.62,0.18,1.7,4.5,22.1,1.8,0.4,26,13.3,102,98,1.3,1.3,2.6,0.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tiffany Stansbury","LAS","F-C",4,22,0,3,8,0.375,0,0,NA,3,8,0.375,0,0,NA,6,7,2,1,2,2,4,6,2006,0.8,2,0.375,0,0,NA,0.8,2,0.375,0,0,NA,1.5,1.8,0.5,0.3,0.5,0.5,1,1.5,16.4,0.375,0.375,0,0,34,19,16,2.4,7.7,20,20.4,92,94,0,0,0,0.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mandisa Stevenson","PHO","F-C",2,18,0,1,5,0.2,1,1,1,0,4,0,0,0,NA,1,2,0,1,1,2,3,3,2006,0.5,2.5,0.2,0.5,0.5,1,0,2,0,0,0,NA,0.5,1,0,0.5,0.5,1,1.5,1.5,-1.1,0.3,0.3,0.2,0,6.3,6.3,0,2.8,4.4,28.6,16.9,53,104,-0.1,0,-0.1,-0.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ann Strother","PHO","G-F",8,39,0,6,14,0.429,4,10,0.4,2,4,0.5,0,0,NA,2,5,2,1,2,0,3,16,2006,0.8,1.8,0.429,0.5,1.3,0.4,0.3,0.5,0.5,0,0,NA,0.3,0.6,0.3,0.1,0.3,0,0.4,2,19.3,0.571,0.571,0.714,0,5.9,7.3,8.1,1.3,4.1,0,15.6,128,107,0.2,0,0.2,0.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laura Summerton","CON","C",33,359,3,32,74,0.432,3,15,0.2,29,59,0.492,16,27,0.593,12,36,19,3,2,20,38,83,2006,1,2.2,0.432,0.1,0.5,0.2,0.9,1.8,0.492,0.5,0.8,0.593,0.4,1.1,0.6,0.1,0.1,0.6,1.2,2.5,6.1,0.483,0.453,0.203,0.365,4.1,5.7,8.4,0.4,0.4,18.9,13.3,92,100,0,0.4,0.4,0.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tammy Sutton-Brown","CHA","C",30,802,30,118,242,0.488,0,0,NA,118,242,0.488,99,155,0.639,70,176,20,26,55,71,105,335,2006,3.9,8.1,0.488,0,0,NA,3.9,8.1,0.488,3.3,5.2,0.639,2.3,5.9,0.7,0.9,1.8,2.4,3.5,11.2,16.5,0.54,0.488,0,0.64,9.8,12.8,5.1,1.7,5.6,18.6,21,97,96,0.9,1.3,2.2,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sheryl Swoopes*","HOU","F-G",31,1111,31,180,436,0.413,25,90,0.278,155,346,0.448,97,127,0.764,34,183,115,64,9,74,46,482,2006,5.8,14.1,0.413,0.8,2.9,0.278,5,11.2,0.448,3.1,4.1,0.764,1.1,5.9,3.7,2.1,0.3,2.4,1.5,15.5,19.2,0.49,0.442,0.206,0.291,3.9,10.1,20.4,3.1,0.6,13.1,23.8,100,92,1.9,2.5,4.4,0.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diana Taurasi","PHO","G",34,1152,34,298,660,0.452,121,305,0.397,177,355,0.499,143,183,0.781,25,122,139,42,27,79,100,860,2006,8.8,19.4,0.452,3.6,9,0.397,5.2,10.4,0.499,4.2,5.4,0.781,0.7,3.6,4.1,1.2,0.8,2.3,2.9,25.3,28,0.581,0.543,0.462,0.277,2.5,6,23,1.8,1.9,9.6,30.9,116,107,6.8,0,6.8,0.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Penny Taylor","PHO","F",20,536,8,98,220,0.445,24,65,0.369,74,155,0.477,57,66,0.864,32,113,51,29,9,29,57,277,2006,4.9,11,0.445,1.2,3.3,0.369,3.7,7.8,0.477,2.9,3.3,0.864,1.6,5.7,2.6,1.5,0.5,1.5,2.9,13.9,22.9,0.556,0.5,0.295,0.3,6.8,12,15.8,2.7,1.3,10.4,22.5,115,102,2.3,0.4,2.6,0.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nikki Teasley","WAS","G",34,980,34,118,318,0.371,52,151,0.344,66,167,0.395,76,92,0.826,13,89,183,44,11,77,81,364,2006,3.5,9.4,0.371,1.5,4.4,0.344,1.9,4.9,0.395,2.2,2.7,0.826,0.4,2.6,5.4,1.3,0.3,2.3,2.4,10.7,16.7,0.508,0.453,0.475,0.289,1.7,5.8,30.1,2.3,1,17.7,19.9,106,103,2.5,0.5,3.1,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zane Tamane","WAS","C",16,102,0,14,26,0.538,0,0,NA,14,26,0.538,1,2,0.5,11,27,1,3,3,4,18,29,2006,0.9,1.6,0.538,0,0,NA,0.9,1.6,0.538,0.1,0.1,0.5,0.7,1.7,0.1,0.2,0.2,0.3,1.1,1.8,13.4,0.539,0.538,0,0.077,14.1,16.9,1.6,1.5,2.6,13,13.6,109,100,0.2,0.1,0.3,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kasha Terry","IND","C-F",10,54,0,11,19,0.579,0,0,NA,11,19,0.579,1,5,0.2,4,14,0,0,3,8,14,23,2006,1.1,1.9,0.579,0,0,NA,1.1,1.9,0.579,0.1,0.5,0.2,0.4,1.4,0,0,0.3,0.8,1.4,2.3,8.6,0.542,0.579,0,0.263,9.1,16.5,0,0,4.8,27.4,24.9,77,92,-0.1,0.1,0,-0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Christi Thomas","LAS","F-C",27,541,1,65,133,0.489,4,20,0.2,61,113,0.54,30,47,0.638,43,143,26,20,14,42,80,164,2006,2.4,4.9,0.489,0.1,0.7,0.2,2.3,4.2,0.54,1.1,1.7,0.638,1.6,5.3,1,0.7,0.5,1.6,3,6.1,13.1,0.534,0.504,0.15,0.353,9.9,15.8,8.2,1.9,2.2,21.5,16.2,97,93,0.4,1.2,1.6,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LaToya Thomas","SAS","F",19,369,0,56,124,0.452,0,0,NA,56,124,0.452,45,59,0.763,27,82,22,14,7,27,49,157,2006,2.9,6.5,0.452,0,0,NA,2.9,6.5,0.452,2.4,3.1,0.763,1.4,4.3,1.2,0.7,0.4,1.4,2.6,8.3,17.2,0.523,0.452,0,0.476,8.2,12.6,11.4,2,1.4,15.3,21.5,102,99,0.7,0.4,1.1,0.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tina Thompson*","HOU","F",21,696,21,139,304,0.457,40,96,0.417,99,208,0.476,74,92,0.804,31,118,47,20,13,52,53,392,2006,6.6,14.5,0.457,1.9,4.6,0.417,4.7,9.9,0.476,3.5,4.4,0.804,1.5,5.6,2.2,1,0.6,2.5,2.5,18.7,22.4,0.569,0.523,0.316,0.303,5.7,10.4,14.4,1.5,1.5,13.1,26.6,108,95,2.5,1.2,3.7,0.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shona Thorburn","MIN","G",22,143,0,5,27,0.185,1,8,0.125,4,19,0.211,5,8,0.625,4,18,19,4,2,14,11,16,2006,0.2,1.2,0.185,0,0.4,0.125,0.2,0.9,0.211,0.2,0.4,0.625,0.2,0.8,0.9,0.2,0.1,0.6,0.5,0.7,2.4,0.262,0.204,0.296,0.296,3.3,7.3,20.2,1.5,1.1,31.4,14,61,106,-0.5,0,-0.5,-0.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erin Thorn","NYL","G",27,378,1,55,132,0.417,28,65,0.431,27,67,0.403,28,31,0.903,9,38,33,6,1,20,22,166,2006,2,4.9,0.417,1,2.4,0.431,1,2.5,0.403,1,1.1,0.903,0.3,1.4,1.2,0.2,0,0.7,0.8,6.1,17.5,0.57,0.523,0.492,0.235,2.9,6.3,19.3,0.9,0.2,12.1,20.6,111,109,1.2,-0.2,1.1,0.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Iciss Tillis","NYL","F-C",25,256,0,32,89,0.36,6,29,0.207,26,60,0.433,16,22,0.727,21,55,11,10,4,21,46,86,2006,1.3,3.6,0.36,0.2,1.2,0.207,1,2.4,0.433,0.6,0.9,0.727,0.8,2.2,0.4,0.4,0.2,0.8,1.8,3.4,9.8,0.436,0.393,0.326,0.247,10.1,13.5,9.1,2.1,1.3,17.5,22,85,103,-0.3,0.1,-0.1,-0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barbara Turner","SEA","G-F",34,622,9,71,159,0.447,10,40,0.25,61,119,0.513,64,77,0.831,26,86,48,13,6,47,56,216,2006,2.1,4.7,0.447,0.3,1.2,0.25,1.8,3.5,0.513,1.9,2.3,0.831,0.8,2.5,1.4,0.4,0.2,1.4,1.6,6.4,13.6,0.56,0.478,0.252,0.484,5.5,8.6,13,1.1,0.8,19.6,17.4,106,103,1.3,0.4,1.7,0.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Daliborka Vilipic","LAS","F-C",2,12,0,0,2,0,0,0,NA,0,2,0,0,0,NA,0,2,0,0,1,1,2,0,2006,0,1,0,0,0,NA,0,1,0,0,0,NA,0,1,0,0,0.5,0.5,1,0,-8.4,0,0,0,0,0,10,0,0,7,33.3,11.2,0,95,-0.1,0,-0.1,-0.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kamila Vodichkova","PHO","F-C",28,736,27,111,250,0.444,0,7,0,111,243,0.457,50,65,0.769,46,187,41,28,19,53,89,272,2006,4,8.9,0.444,0,0.3,0,4,8.7,0.457,1.8,2.3,0.769,1.6,6.7,1.5,1,0.7,1.9,3.2,9.7,14.3,0.488,0.444,0.028,0.26,7.1,14.5,8.8,1.9,2,16,19.6,96,102,0.6,0.5,1.1,0.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ayana Walker","CHA","F",25,182,0,17,37,0.459,0,0,NA,17,37,0.459,12,21,0.571,11,31,3,10,10,4,31,46,2006,0.7,1.5,0.459,0,0,NA,0.7,1.5,0.459,0.5,0.8,0.571,0.4,1.2,0.1,0.4,0.4,0.2,1.2,1.8,12.4,0.497,0.459,0,0.568,6.8,10,3.1,2.8,4.5,8,12.2,105,95,0.3,0.3,0.6,0.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DeMya Walker","SAC","F",23,435,8,79,181,0.436,0,0,NA,79,181,0.436,55,84,0.655,55,92,32,15,7,36,53,213,2006,3.4,7.9,0.436,0,0,NA,3.4,7.9,0.436,2.4,3.7,0.655,2.4,4,1.4,0.7,0.3,1.6,2.3,9.3,19.3,0.489,0.436,0,0.464,15.2,13.5,15.1,1.9,1.5,14.2,26.3,103,97,1.1,0.7,1.8,0.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kendra Wecker","SAS","F",34,578,11,75,214,0.35,19,56,0.339,56,158,0.354,21,27,0.778,22,84,47,11,3,32,42,190,2006,2.2,6.3,0.35,0.6,1.6,0.339,1.6,4.6,0.354,0.6,0.8,0.778,0.6,2.5,1.4,0.3,0.1,0.9,1.2,5.6,10.1,0.421,0.395,0.262,0.126,4.2,8.2,15,1,0.4,12.4,20,89,104,-0.1,0.2,0.1,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lindsay Whalen","CON","G",33,861,33,88,226,0.389,8,62,0.129,80,164,0.488,112,124,0.903,17,122,153,34,2,79,56,296,2006,2.7,6.8,0.389,0.2,1.9,0.129,2.4,5,0.488,3.4,3.8,0.903,0.5,3.7,4.6,1,0.1,2.4,1.7,9,16.3,0.528,0.407,0.274,0.549,2.4,8,28.8,2.1,0.2,22,18.8,104,94,1.8,1.6,3.4,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tan White","IND","G",34,736,0,113,304,0.372,19,88,0.216,94,216,0.435,57,76,0.75,32,82,52,27,9,51,66,302,2006,3.3,8.9,0.372,0.6,2.6,0.216,2.8,6.4,0.435,1.7,2.2,0.75,0.9,2.4,1.5,0.8,0.3,1.5,1.9,8.9,12.9,0.447,0.403,0.289,0.25,5.4,7.1,14.6,2,1,13.1,24.3,92,95,0.2,1.3,1.5,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tamika Whitmore","IND","F",34,1058,34,199,435,0.457,15,38,0.395,184,397,0.463,115,140,0.821,53,165,61,46,12,94,91,528,2006,5.9,12.8,0.457,0.4,1.1,0.395,5.4,11.7,0.463,3.4,4.1,0.821,1.6,4.9,1.8,1.4,0.4,2.8,2.7,15.5,18.6,0.532,0.475,0.087,0.322,6.2,9.9,12.8,2.4,1,15.9,25.8,100,93,2.1,2.3,4.3,0.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brittany Wilkins","SAC","C",4,15,0,3,7,0.429,0,0,NA,3,7,0.429,0,0,NA,0,0,1,0,0,2,5,6,2006,0.8,1.8,0.429,0,0,NA,0.8,1.8,0.429,0,0,NA,0,0,0.3,0,0,0.5,1.3,1.5,-2.3,0.429,0.429,0,0,0,0,14.2,0,0,22.2,27,75,104,0,0,0,-0.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adrian Williams-Strong","MIN","C-F",32,486,0,60,134,0.448,0,1,0,60,133,0.451,37,69,0.536,40,149,8,25,8,19,60,157,2006,1.9,4.2,0.448,0,0,0,1.9,4.2,0.451,1.2,2.2,0.536,1.3,4.7,0.3,0.8,0.3,0.6,1.9,4.9,15.6,0.478,0.448,0.007,0.515,9.6,17.8,2.9,2.7,1.3,10.4,16.9,100,98,0.6,0.6,1.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angelina Williams","DET","G",21,130,0,14,43,0.326,2,8,0.25,12,35,0.343,11,17,0.647,3,13,12,7,6,15,9,41,2006,0.7,2,0.326,0.1,0.4,0.25,0.6,1.7,0.343,0.5,0.8,0.647,0.1,0.6,0.6,0.3,0.3,0.7,0.4,2,8.9,0.406,0.349,0.186,0.395,2.7,5.8,16.3,2.9,3.9,22.9,22.3,77,91,-0.3,0.3,0,-0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Le'coe Willingham","CON","F",29,209,0,25,53,0.472,6,10,0.6,19,43,0.442,7,13,0.538,20,55,17,5,0,15,23,63,2006,0.9,1.8,0.472,0.2,0.3,0.6,0.7,1.5,0.442,0.2,0.4,0.538,0.7,1.9,0.6,0.2,0,0.5,0.8,2.2,13.9,0.536,0.528,0.189,0.245,11.6,14.8,13.6,1.3,0,20.3,15.9,103,94,0.3,0.4,0.8,0.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lisa Willis","LAS","G",24,319,0,35,91,0.385,19,52,0.365,16,39,0.41,22,31,0.71,13,43,10,26,0,17,25,111,2006,1.5,3.8,0.385,0.8,2.2,0.365,0.7,1.6,0.41,0.9,1.3,0.71,0.5,1.8,0.4,1.1,0,0.7,1,4.6,14.5,0.53,0.489,0.571,0.341,5.1,8.1,5.3,4.3,0,14,17.1,103,93,0.5,0.7,1.2,0.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tamika Williams","MIN","F",31,671,30,65,147,0.442,1,9,0.111,64,138,0.464,16,36,0.444,73,174,21,16,1,37,44,147,2006,2.1,4.7,0.442,0,0.3,0.111,2.1,4.5,0.464,0.5,1.2,0.444,2.4,5.6,0.7,0.5,0,1.2,1.4,4.7,10.6,0.451,0.446,0.061,0.245,12.7,15.1,5.3,1.2,0.1,18.5,13.4,93,105,0.2,0.1,0.3,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tanisha Wright","SEA","G",33,507,0,42,119,0.353,2,14,0.143,40,105,0.381,38,45,0.844,19,60,41,11,2,52,53,124,2006,1.3,3.6,0.353,0.1,0.4,0.143,1.2,3.2,0.381,1.2,1.4,0.844,0.6,1.8,1.2,0.3,0.1,1.6,1.6,3.8,5.8,0.447,0.361,0.118,0.378,4.9,7.4,13,1.1,0.3,27.3,17,82,103,-0.6,0.2,-0.4,-0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooke Wyckoff","CHI","F",15,343,13,16,66,0.242,10,43,0.233,6,23,0.261,8,10,0.8,15,40,33,14,12,16,40,50,2006,1.1,4.4,0.242,0.7,2.9,0.233,0.4,1.5,0.261,0.5,0.7,0.8,1,2.7,2.2,0.9,0.8,1.1,2.7,3.3,7.2,0.355,0.318,0.652,0.152,4.9,7,16.5,2.2,3,18.5,11.5,83,107,-0.2,0,-0.3,-0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sophia Young-Malcolm","SAS","F",34,1057,34,154,370,0.416,0,4,0,154,366,0.421,100,137,0.73,85,257,50,57,13,45,70,408,2006,4.5,10.9,0.416,0,0.1,0,4.5,10.8,0.421,2.9,4,0.73,2.5,7.6,1.5,1.7,0.4,1.3,2.1,12,18.1,0.474,0.416,0.011,0.37,9,13.7,9,2.8,0.9,9.5,20.1,102,97,1.9,1.5,3.4,0.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shanna Zolman","SAS","G",34,549,0,83,219,0.379,48,127,0.378,35,92,0.38,12,18,0.667,7,41,34,11,4,38,21,226,2006,2.4,6.4,0.379,1.4,3.7,0.378,1,2.7,0.38,0.4,0.5,0.667,0.2,1.2,1,0.3,0.1,1.1,0.6,6.6,11.9,0.498,0.489,0.58,0.082,1.4,4.2,11.9,1.1,0.5,14.3,21.6,93,106,0.2,0,0.3,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ambrosia Anderson","TOT","F",4,10,0,0,1,0,0,0,NA,0,1,0,0,0,NA,1,4,0,1,0,1,0,0,2006,0,0.3,0,0,0,NA,0,0.3,0,0,0,NA,0.3,1,0,0.3,0,0.3,0,0,5.1,0,0,0,0,12.4,22.6,0,5.4,0,50,9.4,26,89,-0.1,0,0,-0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kayte Christensen","TOT","F",17,140,0,9,22,0.409,0,0,NA,9,22,0.409,3,4,0.75,11,33,6,3,1,16,35,21,2006,0.5,1.3,0.409,0,0,NA,0.5,1.3,0.409,0.2,0.2,0.75,0.6,1.9,0.4,0.2,0.1,0.9,2.1,1.2,1.2,0.442,0.409,0,0.182,9.8,14,6.8,1.1,0.6,40.2,13,69,99,-0.3,0.2,-0.2,-0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
